Conundrums,Solutions,Difficulty
AAINNORRT,NARRATION,3
AILLMNNOY,NOMINALLY,3
BKLLMNSUU,NUMBSKULL,3
EINNSSTTU,NUTTINESS,3
DEFFGINNO,OFFENDING,3
EEFFINOSV,OFFENSIVE,3
ACEFFIIOT,OFFICIATE,3
ILMNOOSUY,OMINOUSLY,3
ADGIINNOR,ORDAINING,3
DHOOORTXY,ORTHODOXY,3
ADELOSTTU,OUTLASTED,3
ADEKNORTU,OUTRANKED,3
EKNOOPSTU,OUTSPOKEN,3
ADLORTUWY,OUTWARDLY,3
CDEOORRVW,OVERCROWD,3
DEGINOORV,OVERDOING,3
DDEEOORSV,OVERDOSED,3
DEEIORSVZ,OVERSIZED,3
EELOPRSTV,OVERSLEPT,3
EENOPRSTV,OVERSPENT,3
EEHORRTVW,OVERTHREW,3
EEHLMORVW,OVERWHELM,3
ADGINNOPR,PARDONING,3
ADGINOPRY,PARODYING,3
AAILLPRTY,PARTIALLY,3
AIINOPRTT,PARTITION,3
AIIPSSTVY,PASSIVITY,3
ACHKOPRTW,PATCHWORK,3
AEGINNPTT,PATENTING,3
AGHLOOPTY,PATHOLOGY,3
ACEEHIPST,PEACHIEST,3
EEHILPSVY,PEEVISHLY,3
EEHIPPRRY,PERIPHERY,3
DEEFIIPRT,PETRIFIED,3
EHINNOPSS,PHONINESS,3
AGGIILLNP,PILLAGING,3
EIILMPPST,PIMPLIEST,3
AEIKPPQSU,PIPSQUEAK,3
CFHIKOPRT,PITCHFORK,3
EHIINPSST,PITHINESS,3
FIILLPTUY,PITIFULLY,3
AEILNNPSS,PLAINNESS,3
AEIILNPTV,PLAINTIVE,3
ADEELPRST,PLASTERED,3
EFILLNPTU,PLENTIFUL,3
ELMNPPSSU,PLUMPNESS,3
EHLNPSSSU,PLUSHNESS,3
GIINNOOPS,POISONING,3
ACIILLOPT,POLITICAL,3
ADELOPPTU,POPULATED,3
CEINOPPRU,PORCUPINE,3
AACCILPRT,PRACTICAL,3
CDEEGINPR,PRECEDING,3
CCEEIIPPR,PRECIPICE,3
AEGINPPRR,PREPARING,3
BCEEIPRRS,PRESCRIBE,3
AEILPRTVY,PRIVATELY,3
CDEEOPRSS,PROCESSED,3
EFOOPRRSS,PROFESSOR,3
GIMNOPPRT,PROMPTING,3
DEELLOPPR,PROPELLED,3
ELLOOPPRR,PROPELLOR,3
DEEOPPRRS,PROSPERED,3
DENOPRSSU,PROUDNESS,3
BCIILPTUY,PUBLICITY,3
EGINPRUVY,PURVEYING,3
AACDIQRTU,QUADRATIC,3
AEEIQSSTU,QUEASIEST,3
CEIKPQSTU,QUICKSTEP,3
AADGIINRT,RADIATING,3
AADIINORT,RADIATION,3
ABEPRRRSY,RASPBERRY,3
AAEEGNRRR,REARRANGE,3
AEGINNORS,REASONING,3
CEEINOPRT,RECEPTION,3
CEEEIPRTV,RECEPTIVE,3
CEEGINRSS,RECESSING,3
CEEILRSUV,RECLUSIVE,3
ACDEEERRT,RECREATED,3
CCEGILNRY,RECYCLING,3
DDEEGINNR,REDDENING,3
BDDEELORU,REDOUBLED,3
EEEFILRVX,REFLEXIVE,3
ABEEFLRTU,REFUTABLE,3
DEEGIMNRY,REMEDYING,3
ADEENORTV,RENOVATED,3
DDEEEORRR,REORDERED,3
DEEEIPRRV,REPRIEVED,3
ADEENORST,RESONATED,3
CDEEEPRST,RESPECTED,3
DDEENOPRS,RESPONDED,3
EFLLRSTUY,RESTFULLY,3
CDEEKORST,RESTOCKED,3
EGILNRSTU,RESULTING,3
EEINNORTT,RETENTION,3
EEELRRSVY,REVERSELY,3
EGHNORSSU,ROUGHNESS,3
DENNORSSU,ROUNDNESS,3
ADNNORRUU,RUNAROUND,3
GINPRRTUU,RUPTURING,3
ADDEGINNS,SADDENING,3
AADERSTTU,SATURATED,3
AEHNOOPSX,SAXOPHONE,3
ACDEEGNSV,SCAVENGED,3
ACEEGNRSV,SCAVENGER,3
ACCDEHRST,SCRATCHED,3
CCDEHNRSU,SCRUNCHED,3
CGILNPSTU,SCULPTING,3
CDEGILNSU,SECLUDING,3
ADEHLLOSW,SHALLOWED,3
ADEEHRSTT,SHATTERED,3
EFHHILLSS,SHELLFISH,3
DEEHIMMRS,SHIMMERED,3
AEHHIPPSS,SHIPSHAPE,3
CEEILNRSY,SINCERELY,3
EEGIKNRSW,SKEWERING,3
EIIKMPSST,SKIMPIEST,3
GGHIILNST,SLIGHTING,3
GHIMNOOST,SMOOTHING,3
DEGIMSSTU,SMUDGIEST,3
AEINPPSST,SNAPPIEST,3
CDEEIKNRS,SNICKERED,3
BBEINOSST,SNOBBIEST,3
GGGILNNSU,SNUGGLING,3
AEINOPSSS,SOAPINESS,3
CGILOOOSY,SOCIOLOGY,3
AEIKLPRRS,SPARKLIER,3
CEIINPSSS,SPICINESS,3
EIIKNPSSS,SPIKINESS,3
EEILNPSSS,SPINELESS,3
AGIINNPRS,SPRAINING,3
ADEGINPRS,SPREADING,3
AEHIMQSSU,SQUEAMISH,3
ABIILSTTY,STABILITY,3
ADEEGGRST,STAGGERED,3
AABDORRST,STARBOARD,3
AADEGRSTZ,STARGAZED,3
AAEGRRSTZ,STARGAZER,3
AEIRRSSTT,STARRIEST,3
AGILNRSTT,STARTLING,3
ADEGINSTY,STEADYING,3
DEEFFINST,STIFFENED,3
EILLNSSST,STILLNESS,3
AELPRSSST,STRAPLESS,3
EGINRSSST,STRESSING,3
EGNORSSTT,STRONGEST,3
EGMNNORST,STRONGMEN,3
BDDEIISUV,SUBDIVIDE,3
BDGIINSSU,SUBSIDING,3
DEEGGSSTU,SUGGESTED,3
AEIMMRSUZ,SUMMARIZE,3
ACFGINRSU,SURFACING,3
ABDFORRSU,SURFBOARD,3
GIIMNRSSU,SURMISING,3
GIINRSUVV,SURVIVING,3
BILMMOSSY,SYMBOLISM,3
ACFLLTTUY,TACTFULLY,3
AAEIKLTTV,TALKATIVE,3
AGLOOTTUY,TAUTOLOGY,3
EEEGINRTT,TEETERING,3
EEMPRSSTT,TEMPTRESS,3
DEEGINNRT,TENDERING,3
DEEFIIRRT,TERRIFIED,3
AEHLLMRTY,THERMALLY,3
CEHIOSTTU,TOUCHIEST,3
ACILLOTXY,TOXICALLY,3
AABEILNRT,TRAINABLE,3
AGIINPRST,TRAIPSING,3
ACEEHRRTY,TREACHERY,3
ABIRRTTUY,TRIBUTARY,3
EIIPPRSTT,TRIPPIEST,3
BGILNORTU,TROUBLING,3
EIRSSTTTU,TRUSTIEST,3
CEGIKNRTU,TUCKERING,3
CEHIIRTTW,TWITCHIER,3
ABCIILLMU,UMBILICAL,3
AABDEHNSU,UNABASHED,3
AIMNNOSUU,UNANIMOUS,3
AABCELNNU,UNBALANCE,3
ACILNNNUY,UNCANNILY,3
CDDELNOUU,UNCLOUDED,3
CGIKNNORU,UNCORKING,3
CDEENORUV,UNCOVERED,3
AADDEGMNU,UNDAMAGED,3
DDEENNORU,UNDERDONE,3
ADDEHNNRU,UNDERHAND,3
DEGILNNRU,UNDERLING,3
DEELLNRSU,UNDERSELL,3
ADEEKNRTU,UNDERTAKE,3
DEENNORTU,UNDERTONE,3
DEEINRRUW,UNDERWIRE,3
DDEILNTUU,UNDILUTED,3
DEENOPSUX,UNEXPOSED,3
EEFGILNNU,UNFEELING,3
CDEFNOSUU,UNFOCUSED,3
ADDEGNRUU,UNGUARDED,3
AEHINPPRU,UNHAPPIER,3
AEHHLNTUY,UNHEALTHY,3
DEINNRSUU,UNINSURED,3
ADEEHLNSU,UNLEASHED,3
ABEIKLLNU,UNLIKABLE,3
CEIKLNRUU,UNLUCKIER,3
AEGILNNSU,UNSEALING,3
AEHLNPSUY,UNSHAPELY,3
ABEELNNTU,UNTENABLE,3
ADEINNRTU,UNTRAINED,3
DEINSTTUW,UNTWISTED,3
EGIILNNUV,UNVEILING,3
ADGGINPRU,UPGRADING,3
ADGILNOPU,UPLOADING,3
AGGINPSTU,UPSTAGING,3
AADDEILTV,VALIDATED,3
AAILNOTUV,VALUATION,3
ADEHINRSV,VARNISHED,3
CEEEEHMNV,VEHEMENCE,3
ABEELNRVY,VENERABLY,3
EGINNRTUV,VENTURING,3
ABEEERRTV,VERTEBRAE,3
ABILNRTVY,VIBRANTLY,3
ACIIORSUV,VICARIOUS,3
AILLRTUVY,VIRTUALLY,3
EELLOSSVW,VOWELLESS,3
AEEHORSUW,WAREHOUSE,3
AADENRRTW,WARRANTED,3
AAEKMRRTW,WATERMARK,3
AAFGINRWY,WAYFARING,3
ADEEEHRTW,WEATHERED,3
EEHINSSTW,WHITENESS,3
AEHHISTWW,WHITEWASH,3
GHHINOOSW,WHOOSHING,3
ADHMNOOOW,WOMANHOOD,3
ADIKMNNOW,WOMANKIND,3
DEGINNORW,WONDERING,3
CEFKOORRW,WORKFORCE,3
EEHKORSTW,WORKSHEET,3
EHLORSSTW,WORTHLESS,3
EHLNOOPXY,XYLOPHONE,3
EGILLNOWY,YELLOWING,3
ADEERSTYY,YESTERDAY,3
EFLLSTUYZ,ZESTFULLY,3
HIILLNOTZ,ZILLIONTH,3
AABDILMNO,ABDOMINAL,4
ABCDDENOS,ABSCONDED,4
ABBGINORS,ABSORBING,4
ABDIRSTUY,ABSURDITY,4
ABEILSUVY,ABUSIVELY,4
AACCDEILM,ACCLAIMED,4
AACCMNOPY,ACCOMPANY,4
ACCDINOOR,ACCORDION,4
ACCDENOTU,ACCOUNTED,4
ACDDEFIII,ACIDIFIED,4
ACDDIINOT,ADDICTION,4
ADDDEERSS,ADDRESSED,4
AABDEILMR,ADMIRABLE,4
AABDILMRY,ADMIRABLY,4
ADGIIMNTT,ADMITTING,4
AADERRSVY,ADVERSARY,4
AAEFFIILT,AFFILIATE,4
ACEEFFLNU,AFFLUENCE,4
AAAEGGRTV,AGGRAVATE,4
ADEEGGIRV,AGGRIEVED,4
AAGIINOTT,AGITATION,4
AABEEEGLR,AGREEABLE,4
AAGILLORT,ALLIGATOR,4
AACELLNOW,ALLOWANCE,4
AAEEMMNTZ,AMAZEMENT,4
ADEFIILMP,AMPLIFIED,4
AIIMNOSTY,ANIMOSITY,4
AACENNNOY,ANNOYANCE,4
AALMNOOSU,ANOMALOUS,4
AIMNNOTYY,ANONYMITY,4
AMNNOOSUY,ANONYMOUS,4
AAHINPTTY,ANTIPATHY,4
AAAPPRSTU,APPARATUS,4
AEEIPPRTZ,APPETIZER,4
AINOOPPRT,APPORTION,4
AAAELNPQU,AQUAPLANE,4
ADDENOSTU,ASTOUNDED,4
AGLOORSTY,ASTROLOGY,4
ADEGINNTT,ATTENDING,4
AEGINSTTT,ATTESTING,4
AACDERTTT,ATTRACTED,4
AGHINORTU,AUTHORING,4
ABCKORSTY,BACKSTORY,4
ABCDKOOSW,BACKWOODS,4
ABCIILLST,BALLISTIC,4
ABDELLNOO,BALLOONED,4
ABDDHINTW,BANDWIDTH,4
ABEEMORRT,BAROMETER,4
AAABCDRRU,BARRACUDA,4
AABCDEIRR,BARRICADE,4
BDEEILLTT,BELITTLED,4
ABBDIINRR,BIRDBRAIN,4
AABLLNTTY,BLATANTLY,4
BDEEHILMS,BLEMISHED,4
BDDEIILNS,BLINDSIDE,4
BDDEHLOOS,BLOODSHED,4
BCHLOORTW,BLOWTORCH,4
ABCDIOOSU,BODACIOUS,4
BCEINOSTU,BOUNCIEST,4
ABCDEEKRT,BRACKETED,4
ABDEGIIRR,BRIGADIER,4
BELQRSUUY,BRUSQUELY,4
ABILRTTUY,BRUTALITY,4
BDDELLOUZ,BULLDOZED,4
BBBEEELMU,BUMBLEBEE,4
BEELQRSUU,BURLESQUE,4
ACCHNOOPY,CACOPHONY,4
AACEEFIRT,CAFETERIA,4
AACEEMMNR,CAMERAMEN,4
AACCDDINY,CANDIDACY,4
AACCINPTY,CAPTAINCY,4
AACDEINPT,CAPTAINED,4
ACENPRRTY,CARPENTRY,4
AACCLMSTY,CATACLYSM,4
ACELLNRTY,CENTRALLY,4
ACEHIKLST,CHALKIEST,4
CEHIMRSTY,CHEMISTRY,4
ACDEFIILR,CLARIFIED,4
AACCILLSS,CLASSICAL,4
CEEELRSTV,CLEVEREST,4
ABCCEIKLL,CLICKABLE,4
CEGIILNST,CLINGIEST,4
ACCIIILNN,CLINICIAN,4
AABCMNOTT,COMBATANT,4
CCDDELNOU,CONCLUDED,4
CCDDENOTU,CONDUCTED,4
ACEGJNOTU,CONJUGATE,4
CCINOOSSU,CONSCIOUS,4
CGILNNOOS,CONSOLING,4
CDEINOPRS,CONSPIRED,4
ABCELNOST,CONSTABLE,4
CCNORSTTU,CONSTRUCT,4
CDEEGNORV,CONVERGED,4
CDELNOSUV,CONVULSED,4
CCEKORRSW,CORKSCREW,4
ACCDKNORW,CRACKDOWN,4
ACEFMNRST,CRAFTSMEN,4
ABCENRRRY,CRANBERRY,4
CCIIIMRST,CRITICISM,4
CDEKLOORY,CROOKEDLY,4
CEFIORRSS,CROSSFIRE,4
ACDOORRSS,CROSSROAD,4
CDEENRSSU,CRUDENESS,4
CDDEILSTU,CUDDLIEST,4
ACEILTTUV,CULTIVATE,4
ACERRTUUV,CURVATURE,4
ACCILLNYY,CYNICALLY,4
ADEGIKNNR,DARKENING,4
CDDEINOTU,DEDUCTION,4
CDDEEITUV,DEDUCTIVE,4
ADDEEFLTU,DEFAULTED,4
ADEEFISTT,DEFEATIST,4
DEFIMORTY,DEFORMITY,4
ADEFGINRY,DEFRAYING,4
CDEIILOSU,DELICIOUS,4
DEIILORSU,DELIRIOUS,4
DDEEIOPST,DEPOSITED,4
DEGIINPSS,DESPISING,4
DDEEORSTY,DESTROYED,4
CDEEEITTV,DETECTIVE,4
DEEEGNRTT,DETERGENT,4
AADEESTTV,DEVASTATE,4
AADGHIMPR,DIAPHRAGM,4
DEEFFINRT,DIFFERENT,4
ADGIIMNRS,DISARMING,4
ACDDDEIRS,DISCARDED,4
ACDEGHIRS,DISCHARGE,4
CDDEILOSS,DISCLOSED,4
ACDDEGIRS,DISGRACED,4
BDGIINORS,DISROBING,4
CDDEEISST,DISSECTED,4
DDEILOSSV,DISSOLVED,4
DDEIILLST,DISTILLED,4
DDEIORSTT,DISTORTED,4
DEGGIINRV,DIVERGING,4
DEIINORSV,DIVERSION,4
DIMOORRTY,DORMITORY,4
BDELOSSTU,DOUBTLESS,4
ADFGLNORY,DRAGONFLY,4
AADIMRSTT,DRAMATIST,4
DDFIOORTW,DRIFTWOOD,4
CDIILPTUY,DUPLICITY,4
CEGIILNPS,ECLIPSING,4
CEEFFIINT,EFFICIENT,4
CEGIIILNT,ELICITING,4
BEGIMNOSS,EMBOSSING,4
ABCEGIMNR,EMBRACING,4
BDEEILMOR,EMBROILED,4
ADEEGIMRT,EMIGRATED,4
ACEEGNORU,ENCOURAGE,4
DEGINNORS,ENDORSING,4
CEFGINNOR,ENFORCING,4
AEGGINNRV,ENGRAVING,4
AEEINNRTT,ENTERTAIN,4
AABCEELPS,ESCAPABLE,4
EGINOPSSU,ESPOUSING,4
ADEEGNRST,ESTRANGED,4
CEEEINSTX,EXISTENCE,4
AEEENORTX,EXONERATE,4
DEEEINPTX,EXPEDIENT,4
AEEENTTUX,EXTENUATE,4
ADEEIRTTX,EXTRADITE,4
AEFINNSST,FAINTNESS,4
ADEFFIILS,FALSIFIED,4
AEFILSTTU,FAULTIEST,4
CEFIOORSU,FEROCIOUS,4
AACFIILNN,FINANCIAL,4
ACEFIINNR,FINANCIER,4
AFGILNNTU,FLAUNTING,4
AFILNOOTT,FLOTATION,4
AEFLMORTU,FORMULATE,4
AEFNORTTU,FORTUNATE,4
AEFKMORRW,FRAMEWORK,4
EFFLLRTUY,FRETFULLY,4
FILOORSUV,FRIVOLOUS,4
CDEFIKLOR,FROLICKED,4
EFINRRTUU,FURNITURE,4
EFILRTUVY,FURTIVELY,4
AEGGHINRT,GATHERING,4
ADEGINSSU,GAUDINESS,4
BBEGHIIRS,GIBBERISH,4
CGIIKMMRY,GIMMICKRY,4
AADGILORT,GLADIATOR,4
EEGNORSSV,GOVERNESS,4
AADGINORT,GRADATION,4
AADDEGRTU,GRADUATED,4
CEGHIORRU,GROUCHIER,4
DGGHNOORU,GROUNDHOG,4
BDEGIKOOU,GUIDEBOOK,4
EGILLSSTU,GUILTLESS,4
AABEHITTU,HABITUATE,4
AABDEHKNR,HANDBRAKE,4
ADHIKNORW,HANDIWORK,4
ADEGHINNR,HARDENING,4
AEGHINNST,HASTENING,4
AEGHHIRTU,HAUGHTIER,4
AEEHHILRT,HEALTHIER,4
AABEEHRTT,HEARTBEAT,4
ADEEEHNRT,HEARTENED,4
DEHHLLNOU,HELLHOUND,4
BEEHIORRV,HERBIVORE,4
AAEGHLNOX,HEXAGONAL,4
ACEHHIRRY,HIERARCHY,4
AHIILORSU,HILARIOUS,4
DEEHLORST,HOLSTERED,4
DEFHIIORR,HORRIFIED,4
AEEHMOSTU,HOUSEMATE,4
ABDHNRSUY,HUSBANDRY,4
ACDIIIMOT,IDIOMATIC,4
AIIIMNOTT,IMITATION,4
EEIIMMRSV,IMMERSIVE,4
ACDEEHIMP,IMPEACHED,4
EIIMOPRSU,IMPERIOUS,4
AABCEILNP,INCAPABLE,4
AABCILNPY,INCAPABLY,4
CEEIINNTV,INCENTIVE,4
ABCEILNRU,INCURABLE,4
DEFIIMNNY,INDEMNIFY,4
CDEIINTUV,INDUCTIVE,4
ABEEFFILN,INEFFABLE,4
AEFIILNNT,INFANTILE,4
CEEEFINNR,INFERENCE,4
EGIINNOSU,INGENIOUS,4
DEEHIINRT,INHERITED,4
BCDEIINRS,INSCRIBED,4
CDEEINPST,INSPECTED,4
EFIINNSTY,INTENSIFY,4
CEEIJNRTT,INTERJECT,4
ADEIIMNTT,INTIMATED,4
EEILNRSVY,INVERSELY,4
ADEGIIRRT,IRRIGATED,4
AIILNOOST,ISOLATION,4
ACJKOPRST,JOCKSTRAP,4
ADEJLNORU,JOURNALED,4
DEEJNORUY,JOURNEYED,4
GGHIIKNNT,KNIGHTING,4
CGIKKLNNU,KNUCKLING,4
ABILOORSU,LABORIOUS,4
AACGILNTT,LACTATING,4
EEGILNNSS,LESSENING,4
ADEEILTTV,LEVITATED,4
ABIIILLTY,LIABILITY,4
EEIIKLLST,LIKELIEST,4
DEEFIILQU,LIQUEFIED,4
ADEGIILTT,LITIGATED,4
DHLMOOTUU,LOUDMOUTH,4
ADEFGIIMN,MAGNIFIED,4
AEFHIKMST,MAKESHIFT,4
ACIILMOSU,MALICIOUS,4
AEGIMNNSS,MANGINESS,4
AAADELMMR,MARMALADE,4
AGIMNNOOR,MAROONING,4
AADHLMNRS,MARSHLAND,4
ACHIMOSST,MASOCHIST,4
AAGGIMNSS,MASSAGING,4
AEFLMRSTU,MASTERFUL,4
ADDEEEMNR,MEANDERED,4
ADEGIIMNT,MEDIATING,4
AEGGIMNSS,MESSAGING,4
DDEEILMMN,MIDDLEMEN,4
DEIIMNRTW,MIDWINTER,4
AGIIMNORT,MIGRATION,4
AIILLMMNY,MINIMALLY,4
ABEEHIMSV,MISBEHAVE,4
ABEILMRSY,MISERABLY,4
DEIMNOORT,MONITORED,4
BDIIMORTY,MORBIDITY,4
DEILMTTUU,MULTITUDE,4
AAGINNRRT,NARRATING,4
AEINNSSST,NASTINESS,4
AAGINNSYY,NAYSAYING,4
DEEEINNSS,NEEDINESS,4
ELNORSUVY,NERVOUSLY,4
EIINNOSSS,NOISINESS,4
INOOORSTU,NOTORIOUS,4
ABDEGILOT,OBLIGATED,4
BEILLOQUY,OBLIQUELY,4
BCGINORSU,OBSCURING,4
BEGINORSV,OBSERVING,4
ABGIINNOT,OBTAINING,4
CCDGILNOU,OCCLUDING,4
CCGINORRU,OCCURRING,4
ABELOOPPS,OPPOSABLE,4
DEGNNOTUU,OUTGUNNED,4
GIILNNOTU,OUTLINING,4
EGGIORRTU,OUTRIGGER,4
CDEOORSTU,OUTSCORED,4
ADEFORRTV,OVERDRAFT,4
EGHIORSTV,OVERSIGHT,4
EFFORSTUV,OVERSTUFF,4
ADEEORTVX,OVERTAXED,4
EHIKNORTV,OVERTHINK,4
EENORSSTV,OVERTNESS,4
AEELORUVV,OVERVALUE,4
EEIORRTVW,OVERWRITE,4
AGILNOTUV,OVULATING,4
ACDDEKLOP,PADLOCKED,4
AABILLNPT,PAINTBALL,4
AABCEKPPR,PAPERBACK,4
AEILNPTTY,PATIENTLY,4
AAEGNOPRT,PATRONAGE,4
ADEENPRTT,PATTERNED,4
AEEFOPRRT,PERFORATE,4
EGHIINPRS,PERISHING,4
AEEMNNPRT,PERMANENT,4
DEEIMPRTT,PERMITTED,4
EEEEPRRSV,PERSEVERE,4
BDEEPRRTU,PERTURBED,4
EIIMPSSST,PESSIMIST,4
AEEILNPPP,PINEAPPLE,4
ACEELMNPT,PLACEMENT,4
AAEKLMPRY,PLAYMAKER,4
DEILNOPTY,POINTEDLY,4
INOOOPSSU,POISONOUS,4
ALLNOPTTU,POLLUTANT,4
AGHLOPPRY,POLYGRAPH,4
ALLOPPRUY,POPULARLY,4
DEINOOPRT,PORTIONED,4
AELOPSTTU,POSTULATE,4
AACGIMPRT,PRAGMATIC,4
CEEILPRSY,PRECISELY,4
CEIINOPRS,PRECISION,4
ADEINOPRT,PREDATION,4
CDDEEIPRT,PREDICTED,4
ACEGNNPRY,PREGNANCY,4
AEGINPPRY,PREPAYING,4
EELNPRSTY,PRESENTLY,4
CEIILNPPR,PRINCIPLE,4
EEGIILPRV,PRIVILEGE,4
CEOOPRRSS,PROCESSOR,4
AEFLNOPRY,PROFANELY,4
AFINOPRTY,PROFANITY,4
DEEFFOPRR,PROFFERED,4
EEFIOPRRT,PROFITEER,4
EFLOPRSUY,PROFUSELY,4
DEGLNOOPR,PROLONGED,4
CENNOOPRU,PRONOUNCE,4
CEOOPRRTT,PROTECTOR,4
DHILPRSUY,PRUDISHLY,4
CHIOPSSSY,PSYCHOSIS,4
BCIILPSTU,PUBLICIST,4
DEGINPSSU,PUDGINESS,4
AGILNPSTU,PULSATING,4
ACCDHNPRU,PUNCHCARD,4
CEHILNNPU,PUNCHLINE,4
CDENPRTUU,PUNCTURED,4
EGLNNPTUY,PUNGENTLY,4
ACDEHPRSU,PURCHASED,4
AGOPRRTUY,PURGATORY,4
ADELPQRUU,QUADRUPLE,4
EEINQSSTU,QUIETNESS,4
EILNPQTUU,QUINTUPLE,4
AACDILLRY,RADICALLY,4
AGIINNORT,RATIONING,4
BDDEENORU,REBOUNDED,4
ABDDEENRR,REBRANDED,4
CDEEMMNOR,RECOMMEND,4
CEEIRRRTU,RECRUITER,4
CEEIRRSUV,RECURSIVE,4
ACDEGINRT,REDACTING,4
ADEEFINRR,REFRAINED,4
AEGHHINRS,REHASHING,4
DEEIJNORR,REJOINDER,4
DDEEIKLNR,REKINDLED,4
ACEEELNRV,RELEVANCE,4
EGIILORSU,RELIGIOUS,4
ACDEELORT,RELOCATED,4
AENOORRTV,RENOVATOR,4
EEGINNOPR,REOPENING,4
AACEEGKPR,REPACKAGE,4
EEHILNPRS,REPLENISH,4
DEEINPRRT,REPRINTED,4
DEELPRTUY,REPUTEDLY,4
EGINNNRRU,RERUNNING,4
EEGINNRST,RESENTING,4
CEEEENRRV,REVERENCE,4
ADEEPPRRW,REWRAPPED,4
CEEEKORRT,ROCKETEER,4
ACGIMNNOR,ROMANCING,4
DEEGHNORU,ROUGHENED,4
EILNORTUY,ROUTINELY,4
ADEIMNRTU,RUMINATED,4
ADEFIISST,SATISFIED,4
ACCEORRSW,SCARECROW,4
CDDEEHLSU,SCHEDULED,4
CDEHMOOSZ,SCHMOOZED,4
CEELORSSS,SCORELESS,4
ACILPPRSY,SCRAPPILY,4
ABCELLRSW,SCREWBALL,4
CEEIRSSTW,SCREWIEST,4
CDEGNORSU,SCROUNGED,4
CELPRSTUU,SCULPTURE,4
ACDENORSY,SECONDARY,4
ACEERRSTY,SECRETARY,4
EIINORSTY,SENIORITY,4
EEEENNSTV,SEVENTEEN,4
DEELPSTUX,SEXTUPLED,4
EELPSTTUX,SEXTUPLET,4
AEILSTUXY,SEXUALITY,4
ACGHIKLNS,SHACKLING,4
ADEEHNPRS,SHARPENED,4
DEGHIILNS,SHIELDING,4
HILORSSTT,SHORTLIST,4
AGIINSTTU,SITUATING,4
ADDDEEKLS,SKEDADDLE,4
FIIKLNNST,SKINFLINT,4
ADDEELNRS,SLANDERED,4
AEGHLRSTU,SLAUGHTER,4
AEEILSSTZ,SLEAZIEST,4
AEMNRSSST,SMARTNESS,4
AEINSSTZZ,SNAZZIEST,4
ACIILOSST,SOCIALIST,4
EFGINNOST,SOFTENING,4
DEJNOORSU,SOJOURNED,4
EJNOORRSU,SOJOURNER,4
DDEEILORS,SOLDIERED,4
ILLOOQSUY,SOLILOQUY,4
ADEEPRSTT,SPATTERED,4
CDEHLOPST,SPLOTCHED,4
EEKMNOPSS,SPOKESMEN,4
AMNOPRSST,SPORTSMAN,4
BGIKNOPRS,SPRINGBOK,4
DEEPRSTTU,SPUTTERED,4
DEEEEGQSU,SQUEEGEED,4
AADEGNSTT,STAGNATED,4
AGHILRSTT,STARLIGHT,4
EGIINSSTT,STINGIEST,4
EIIKNSSTT,STINKIEST,4
EINNOSSST,STONINESS,4
ACHOPSTTW,STOPWATCH,4
AEGLNRSTY,STRANGELY,4
AEGNRSSTT,STRANGEST,4
AEEIKRRST,STREAKIER,4
CEEHRRSTT,STRETCHER,4
DEEFIPSTU,STUPEFIED,4
DEIRSSTTU,STURDIEST,4
EERRSTTTU,STUTTERER,4
BDEERSTUV,SUBVERTED,4
CCDDEEESU,SUCCEEDED,4
CCELNSTUU,SUCCULENT,4
AILMMRSUY,SUMMARILY,4
MOPSSTUUU,SUMPTUOUS,4
EEIPRSSUV,SUPERVISE,4
CDEEPSSTU,SUSPECTED,4
CIINOPSSU,SUSPICION,4
AADLMNPSW,SWAMPLAND,4
ADMNORSSW,SWORDSMAN,4
IMMOPSSUY,SYMPOSIUM,4
ADEINRSST,TARDINESS,4
AGINOOTTT,TATTOOING,4
AABCEEHLT,TEACHABLE,4
AEFLLRTUY,TEARFULLY,4
AEEEMPRTT,TEMPERATE,4
AEMOPRRTY,TEMPORARY,4
DEEFIISTT,TESTIFIED,4
CDEEHIKNT,THICKENED,4
GHIINRSTT,THIRSTING,4
AAHORTWWY,THROWAWAY,4
ABEEILMTT,TIMETABLE,4
ADLOOOSTT,TOADSTOOL,4
EHLOOSSTT,TOOTHLESS,4
GINORRTTU,TORTURING,4
DEEGHNOTU,TOUGHENED,4
AEELLRRTV,TRAVELLER,4
CEIKRRSTT,TRICKSTER,4
AIILLRTVY,TRIVIALLY,4
DEEMPRTTU,TRUMPETED,4
ACILLPTYY,TYPICALLY,4
AILMMTTUU,ULTIMATUM,4
AADEHMNSU,UNASHAMED,4
CDDDEEINU,UNDECIDED,4
ACDDENRRU,UNDERCARD,4
DEFNOORTU,UNDERFOOT,4
ADDEINPRU,UNDERPAID,4
BDDENOTUU,UNDOUBTED,4
DDEENRSSU,UNDRESSED,4
ADDELNTUU,UNDULATED,4
DDEENNOUW,UNENDOWED,4
ADEEGGNNU,UNENGAGED,4
DEELNOUVV,UNEVOLVED,4
DEGMNOORU,UNGROOMED,4
DEFIMNORU,UNIFORMED,4
FILMNORUY,UNIFORMLY,4
ALNOPPRUU,UNPOPULAR,4
DEEFINNRU,UNREFINED,4
CDEENNSTU,UNSCENTED,4
DEELNSTTU,UNSETTLED,4
DEILLNSUU,UNSULLIED,4
ADEINNTTU,UNTAINTED,4
ADEENRTTU,UNTREATED,4
AAILLNTVY,VALIANTLY,4
EIINOPTVW,VIEWPOINT,4
EILLNOTVY,VIOLENTLY,4
AIINORSVY,VISIONARY,4
DEIINSSVV,VIVIDNESS,4
